"id": "1","label": "power"#"id": "2","label": "power_aver"#"id": "3","label": "power_peak"#
2025/07/20 03:49:40#552#566#636
2025/07/20 03:59:42#552#568#648
2025/07/20 04:09:42#564#569#642
2025/07/20 04:19:42#552#565#636
2025/07/20 04:29:44#564#567#642
2025/07/20 04:39:45#552#568#642
2025/07/20 04:49:47#564#567#642
2025/07/20 04:59:49#576#568#648
2025/07/20 05:09:49#636#566#642
2025/07/20 05:19:49#564#568#648
2025/07/20 05:29:51#570#570#642
2025/07/20 05:39:52#588#568#642
2025/07/20 05:49:52#570#569#648
2025/07/20 05:59:52#636#568#636
2025/07/20 06:09:52#570#568#636
2025/07/20 06:19:54#582#569#642
2025/07/20 06:29:54#594#567#648
2025/07/20 06:39:55#570#568#642
2025/07/20 06:49:57#570#568#636
2025/07/20 06:59:57#564#567#630
2025/07/20 07:09:57#582#568#642
2025/07/20 07:19:59#558#569#636
2025/07/20 07:30:01#576#569#642
2025/07/20 07:40:02#564#570#654
2025/07/20 07:50:04#558#569#642
2025/07/20 08:00:05#582#570#642
2025/07/20 08:10:07#636#570#648
2025/07/20 08:20:09#576#572#648
2025/07/20 08:30:10#588#570#642
2025/07/20 08:40:12#588#568#642
2025/07/20 08:50:12#576#569#660
2025/07/20 09:00:12#594#569#642
2025/07/20 09:10:14#570#570#648
2025/07/20 09:20:16#576#571#648
2025/07/20 09:30:17#576#570#642
2025/07/20 09:40:19#564#571#642
2025/07/20 09:50:20#558#571#642
2025/07/20 10:00:22#558#570#642
2025/07/20 10:10:24#576#575#636
2025/07/20 10:20:26#624#574#642
2025/07/20 10:30:27#564#574#642
2025/07/20 10:40:27#564#577#642
2025/07/20 10:50:27#558#576#642
2025/07/20 11:00:27#564#576#648
2025/07/20 11:10:29#624#576#648
2025/07/20 11:20:31#576#575#636
2025/07/20 11:30:32#576#575#654
2025/07/20 11:40:34#570#572#642
2025/07/20 11:50:34#576#573#642
2025/07/20 12:00:34#582#573#648
2025/07/20 12:10:36#564#571#642
2025/07/20 12:20:37#570#571#642
2025/07/20 12:30:39#552#571#642
2025/07/20 12:40:40#558#570#642
2025/07/20 12:50:42#576#567#642
2025/07/20 13:00:44#564#568#648
2025/07/20 13:10:46#546#568#636
2025/07/20 13:20:47#618#568#648
2025/07/20 13:30:49#552#564#636
2025/07/20 13:40:49#558#564#636
2025/07/20 13:50:49#570#563#642
2025/07/20 14:00:51#576#564#642
2025/07/20 14:10:51#624#564#642
2025/07/20 14:20:52#570#562#636
2025/07/20 14:30:52#552#561#636
2025/07/20 14:40:52#564#560#642
2025/07/20 14:50:54#564#559#636
2025/07/20 15:00:56#546#558#624
2025/07/20 15:10:57#552#556#630
2025/07/20 15:20:59#540#556#636
2025/07/20 15:30:59#624#557#636
2025/07/20 15:40:59#546#557#624
2025/07/20 15:51:01#552#556#630
2025/07/20 16:01:03#564#556#624
2025/07/20 16:11:04#552#562#642
2025/07/20 16:21:06#552#557#630
2025/07/20 16:31:07#564#556#630
2025/07/20 16:41:09#552#558#630
2025/07/20 16:51:11#612#556#630
2025/07/20 17:01:13#558#556#630
2025/07/20 17:11:14#552#555#636
2025/07/20 17:21:16#546#557#636
2025/07/20 17:31:16#546#556#630
2025/07/20 17:41:16#552#559#630
2025/07/20 17:51:18#546#556#630
2025/07/20 18:01:20#546#558#630
2025/07/20 18:11:21#576#556#624
2025/07/20 18:21:22#552#557#642
2025/07/20 18:31:24#552#556#630
2025/07/20 18:41:26#558#556#624
2025/07/20 18:51:28#552#559#630
2025/07/20 19:01:29#546#556#630
2025/07/20 19:11:31#558#556#642
2025/07/20 19:21:31#552#557#630
2025/07/20 19:31:31#552#556#630
2025/07/20 19:41:33#546#558#630
2025/07/20 19:51:35#546#558#630
2025/07/20 20:01:36#552#558#636
2025/07/20 20:11:38#558#558#624
2025/07/20 20:21:38#552#558#630
2025/07/20 20:31:38#546#557#624
